math score,reading score,writing score,gender_male,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,lunch_standard,test preparation course_none,Result
68,63,54,True,False,True,False,False,False,False,False,False,True,False,True,1
64,66,59,True,False,True,False,False,False,False,False,False,False,False,True,1
61,72,70,False,False,True,False,False,False,True,False,False,False,True,True,1
61,56,55,True,False,True,False,False,False,True,False,False,False,True,True,1
47,59,50,False,False,False,False,False,False,False,False,False,True,False,True,1
73,66,66,True,False,True,False,False,False,False,False,False,True,True,True,1
50,48,53,True,False,True,False,False,False,False,False,True,False,False,False,1
75,68,64,True,False,False,True,False,False,False,False,False,False,True,True,1
75,66,73,True,False,False,True,False,False,False,False,False,False,False,True,1
70,56,51,True,False,True,False,False,False,True,False,False,False,True,True,1
89,88,82,True,False,False,True,False,False,False,False,False,True,True,False,1
67,81,79,False,False,True,False,False,False,False,False,True,False,True,False,1
78,81,80,False,False,False,True,False,False,True,False,False,False,True,True,1
59,73,69,False,False,False,False,False,False,False,False,False,True,False,True,1
73,83,76,False,True,False,False,False,False,False,False,False,False,True,True,1
79,82,73,True,False,False,False,False,False,False,False,False,True,False,True,1
67,74,77,False,False,True,False,False,False,False,False,False,True,True,False,1
69,66,60,True,False,False,True,False,False,False,False,True,False,False,True,1
86,81,80,True,False,True,False,False,False,True,False,False,False,True,False,1
47,46,42,True,True,False,False,False,False,True,False,False,False,True,True,1
81,73,72,True,True,False,False,False,False,False,False,False,False,True,True,1
64,85,85,False,False,True,False,False,False,False,False,True,False,False,False,1
100,92,97,False,False,False,False,True,False,False,False,True,False,True,True,1
65,77,74,False,False,True,False,False,False,False,False,False,False,False,True,1
65,58,49,True,False,True,False,False,False,False,False,True,False,False,True,1
53,61,62,False,False,True,False,False,False,False,False,False,False,False,True,1
37,56,47,True,False,True,False,False,True,False,False,False,False,False,True,0
79,89,89,False,False,False,True,False,True,False,False,False,False,True,True,1
53,54,48,True,False,False,True,False,False,False,False,False,False,False,True,1
100,100,100,False,False,False,False,True,True,False,False,False,False,True,True,1
72,65,68,True,True,False,False,False,False,True,False,False,False,True,False,1
53,58,55,True,False,True,False,False,True,False,False,False,False,False,True,1
54,54,45,True,True,False,False,False,False,False,False,True,False,False,True,1
71,70,76,False,False,False,False,True,False,False,False,True,False,True,True,1
77,90,91,False,False,True,False,False,False,False,False,True,False,False,True,1
75,58,62,True,False,False,False,False,True,False,False,False,False,True,False,1
84,87,91,False,False,True,False,False,False,False,False,True,False,True,True,1
26,31,38,False,False,False,True,False,False,False,False,False,False,False,True,0
72,67,65,True,False,False,False,False,False,True,False,False,False,False,False,1
77,88,85,False,False,False,False,False,False,True,False,False,False,False,False,1
91,74,76,True,False,True,False,False,False,False,False,True,False,True,True,1
83,85,90,False,False,True,False,False,False,False,False,False,False,True,False,1
63,69,74,False,False,True,False,False,False,True,False,False,False,True,True,1
68,86,84,False,False,True,False,False,False,False,False,False,False,True,False,1
59,67,61,False,False,False,True,False,False,False,False,False,True,True,True,1
90,90,91,False,True,False,False,False,False,False,False,False,False,True,False,1
71,76,83,False,False,False,True,False,True,False,False,False,False,True,False,1
76,62,66,True,False,False,False,True,True,False,False,False,False,True,False,1
80,68,72,True,False,False,True,False,False,False,False,False,False,True,True,1
55,64,70,False,False,False,True,False,False,False,True,False,False,True,True,1
76,71,67,True,False,False,False,True,False,False,False,False,False,True,True,1
73,71,68,True,True,False,False,False,False,True,False,False,False,True,False,1
52,59,56,False,False,False,True,False,False,False,False,False,False,False,True,1
68,68,61,True,False,True,False,False,False,False,False,True,False,False,True,1
59,52,46,True,False,False,False,False,False,True,False,False,False,True,True,1
49,52,54,False,True,False,False,False,False,False,False,False,False,True,True,1
70,74,71,True,False,True,False,False,False,True,False,False,False,True,True,1
61,47,56,True,False,False,True,False,False,False,False,True,False,False,True,1
60,75,74,False,False,True,False,False,False,False,False,False,False,False,True,1
64,53,57,True,True,False,False,False,False,False,False,False,True,True,False,1
79,82,82,True,False,False,False,False,False,False,False,False,False,False,False,1
65,85,76,False,False,False,False,False,False,False,False,False,False,False,True,1
64,64,70,False,False,True,False,False,False,False,False,False,False,True,True,1
83,83,90,False,False,True,False,False,False,False,False,True,False,True,True,1
81,88,90,False,False,True,False,False,True,False,False,False,False,True,True,1
54,64,68,False,True,False,False,False,False,True,False,False,False,True,True,1
68,64,66,True,False,False,True,False,False,True,False,False,False,True,False,1
54,48,52,False,False,True,False,False,False,False,False,True,False,True,True,1
59,78,76,False,False,False,True,False,False,False,False,True,False,False,False,1
66,69,68,False,True,False,False,False,False,False,False,False,True,True,True,1
76,71,72,True,False,False,False,True,False,False,False,True,False,True,True,1
74,79,82,False,False,False,True,False,False,False,True,False,False,True,True,1
94,87,92,False,True,False,False,False,False,False,False,False,False,True,False,1
63,61,54,True,False,True,False,False,False,False,False,True,False,False,True,1
95,89,92,False,False,False,False,True,False,False,False,False,False,True,False,1
40,59,54,False,False,False,True,False,False,False,True,False,False,False,True,1
82,82,80,False,True,False,False,False,False,False,False,False,True,True,True,1
68,70,66,True,False,False,False,False,False,True,False,False,False,True,True,1
55,59,54,True,True,False,False,False,True,False,False,False,False,False,True,1
79,78,77,True,False,True,False,False,False,False,True,False,False,True,True,1
86,92,87,False,False,True,False,False,True,False,False,False,False,True,True,1
76,71,73,True,False,False,True,False,False,False,False,True,False,True,True,1
64,50,43,True,False,False,False,False,False,False,False,False,True,True,True,1
62,49,52,True,False,False,True,False,False,False,False,False,True,False,True,1
54,61,62,False,True,False,False,False,False,False,False,False,True,True,False,1
77,97,94,False,True,False,False,False,False,False,True,False,False,False,False,1
76,87,85,False,False,True,False,False,False,False,False,False,True,True,False,1
74,89,84,False,False,False,True,False,False,False,False,True,False,True,True,1
66,74,73,False,False,False,False,True,False,False,False,True,False,True,False,1
66,78,78,False,False,False,True,False,False,False,False,False,True,True,False,1
67,78,79,False,True,False,False,False,False,True,False,False,False,False,False,1
71,49,52,True,False,False,True,False,False,False,False,True,False,True,True,1
91,86,84,False,False,True,False,False,False,False,False,False,False,True,True,1
69,58,57,True,False,False,True,False,True,False,False,False,False,True,True,1
54,59,50,True,False,True,False,False,False,False,True,False,False,False,True,1
53,52,49,True,False,True,False,False,False,True,False,False,False,True,False,1
68,60,59,True,False,False,False,True,False,False,False,True,False,True,True,1
56,61,60,True,False,True,False,False,False,False,False,False,True,False,False,1
36,53,43,False,False,True,False,False,False,True,False,False,False,False,True,0
29,41,47,False,False,False,True,False,True,False,False,False,False,False,True,0
62,74,70,False,False,True,False,False,False,False,False,False,False,True,True,1
68,67,73,False,False,True,False,False,False,False,False,False,False,True,False,1
47,54,53,False,False,True,False,False,False,False,False,False,True,True,True,1
62,61,58,True,False,False,False,True,False,False,False,False,False,True,False,1
79,88,94,False,False,False,False,True,False,False,False,False,False,True,False,1
73,69,68,True,True,False,False,False,False,True,False,False,False,True,False,1
66,83,83,False,False,True,False,False,True,False,False,False,False,False,False,1
51,60,58,True,False,True,False,False,False,False,False,False,False,True,False,1
51,66,62,False,False,False,True,False,False,True,False,False,False,True,True,1
85,66,71,True,False,False,False,True,True,False,False,False,False,True,False,1
97,92,86,True,False,False,False,False,False,False,False,False,False,True,False,1
75,69,68,True,False,True,False,False,False,True,False,False,False,True,False,1
79,82,80,True,False,False,True,False,False,False,False,False,False,False,False,1
81,77,79,False,False,True,False,False,False,False,False,False,False,True,True,1
82,95,89,False,False,False,True,False,False,False,False,False,False,True,True,1
64,63,66,False,False,False,True,False,False,False,True,False,False,True,True,1
78,83,80,True,False,False,False,True,False,False,False,False,True,False,False,1
92,100,97,False,False,False,False,False,False,False,False,False,True,True,False,1
72,67,64,True,False,True,False,False,False,True,False,False,False,True,False,1
62,67,64,False,False,True,False,False,False,True,False,False,False,False,True,1
79,72,69,True,False,True,False,False,False,False,True,False,False,True,True,1
79,76,65,True,False,True,False,False,False,False,False,False,True,False,True,1
87,90,88,True,True,False,False,False,True,False,False,False,False,False,False,1
40,48,50,False,True,False,False,False,False,False,False,False,False,True,True,1
77,62,64,True,False,False,True,False,False,False,False,True,False,False,True,1
53,45,40,True,False,False,False,True,False,False,False,False,False,True,True,1
32,39,33,False,False,True,False,False,False,False,False,True,False,False,True,0
55,72,79,False,False,True,False,False,False,False,False,False,False,True,False,1
61,67,66,True,False,True,False,False,False,False,True,False,False,False,True,1
53,70,70,False,True,False,False,False,False,False,False,False,False,False,True,1
73,66,62,True,False,False,True,False,False,False,False,False,True,True,True,1
74,75,79,False,False,False,True,False,False,False,False,True,False,True,False,1
63,74,74,False,False,True,False,False,False,False,False,True,False,True,True,1
96,90,92,True,False,True,False,False,True,False,False,False,False,True,False,1
63,80,80,False,False,False,True,False,False,False,False,True,False,False,False,1
48,51,46,True,True,False,False,False,True,False,False,False,False,False,True,1
48,43,45,True,True,False,False,False,False,False,False,False,False,True,True,1
92,100,100,False,False,False,False,True,True,False,False,False,False,False,False,1
61,71,78,False,False,False,True,False,False,False,True,False,False,False,False,1
63,48,47,True,True,False,False,False,False,True,False,False,False,False,True,1
68,68,67,True,False,False,True,False,True,False,False,False,False,False,True,1
71,75,70,True,True,False,False,False,False,False,False,True,False,True,False,1
91,96,92,True,False,False,False,False,True,False,False,False,False,True,True,1
53,62,56,False,False,True,False,False,False,False,False,True,False,True,True,1
50,66,64,False,False,True,False,False,False,True,False,False,False,False,False,1
74,81,71,False,False,False,False,True,False,True,False,False,False,True,True,1
40,55,53,True,False,False,False,False,False,False,False,False,False,False,False,1
61,51,52,True,False,False,False,False,False,False,False,True,False,True,False,1
81,91,89,False,True,False,False,False,False,True,False,False,False,True,True,1
48,56,58,False,True,False,False,False,False,False,False,True,False,False,False,1
53,61,68,False,False,False,True,False,False,False,True,False,False,True,True,1
81,97,96,False,False,False,True,False,False,False,False,False,True,True,True,1
77,79,80,False,False,False,False,True,False,False,False,False,True,True,True,1
63,73,78,False,False,False,True,False,True,False,False,False,False,False,True,1
73,75,80,False,False,False,True,False,False,False,False,False,False,True,False,1
69,77,77,False,False,False,True,False,False,False,False,True,False,True,True,1
65,76,76,False,False,True,False,False,False,False,False,False,False,True,True,1
55,73,73,False,False,False,False,False,False,True,False,False,False,True,True,1
44,63,62,False,False,True,False,False,True,False,False,False,False,False,True,1
54,64,65,False,False,True,False,False,False,False,False,True,False,True,True,1
48,66,65,False,False,False,False,False,False,False,False,False,True,True,True,1
58,57,54,True,False,True,False,False,False,False,False,True,False,False,True,1
71,62,50,True,False,False,False,False,False,False,False,False,True,True,True,1
68,68,64,True,False,False,False,True,True,False,False,False,False,True,True,1
74,76,73,False,False,False,False,True,False,True,False,False,False,True,True,1
92,100,99,False,False,True,False,False,True,False,False,False,False,True,False,1
56,79,72,False,False,True,False,False,True,False,False,False,False,True,False,1
30,24,15,True,True,False,False,False,False,True,False,False,False,False,True,0
53,54,48,True,False,False,False,False,False,False,False,False,True,True,True,1
69,77,73,False,False,False,True,False,False,True,False,False,False,True,True,1
65,82,81,False,False,False,True,False,False,False,False,False,True,True,True,1
54,60,63,False,False,False,True,False,False,False,True,False,False,True,True,1
29,29,30,False,False,True,False,False,False,True,False,False,False,True,True,0
76,78,80,False,False,False,False,True,False,False,False,True,False,True,True,1
60,57,51,True,False,False,True,False,False,True,False,False,False,False,True,1
84,89,90,True,False,False,True,False,False,False,True,False,False,False,False,1
75,72,62,True,False,True,False,False,False,False,False,False,True,True,True,1
85,84,82,False,False,True,False,False,False,False,False,False,False,True,True,1
40,58,54,False,False,True,False,False,False,False,True,False,False,False,True,1
61,64,62,False,False,False,False,True,False,False,False,True,False,True,True,1
58,63,65,False,True,False,False,False,False,False,False,False,False,True,True,1
69,60,63,True,False,False,True,False,False,False,False,True,False,False,False,1
58,59,66,False,False,True,False,False,False,False,False,True,False,True,True,1
94,90,91,True,False,True,False,False,True,False,False,False,False,True,False,1
65,77,74,False,False,True,False,False,False,False,False,False,False,True,True,1
82,93,93,False,False,False,False,False,False,False,False,False,False,True,True,1
60,68,72,False,False,True,False,False,False,True,False,False,False,True,True,1
37,45,38,False,False,False,False,True,True,False,False,False,False,True,True,0
88,78,83,True,False,False,True,False,True,False,False,False,False,True,True,1
95,81,84,True,False,False,True,False,False,False,True,False,False,True,True,1
65,73,68,True,False,True,False,False,False,False,False,False,False,False,False,1
35,61,54,False,False,True,False,False,False,True,False,False,False,False,True,0
62,63,56,True,True,False,False,False,True,False,False,False,False,False,True,1
58,51,52,True,False,True,False,False,False,True,False,False,False,False,False,1
100,96,86,True,False,False,False,False,False,False,False,True,False,True,False,1
61,58,62,False,False,False,False,True,True,False,False,False,False,False,True,1
100,97,99,True,False,False,True,False,False,False,False,True,False,True,False,1
69,70,63,True,True,False,False,False,False,False,False,False,False,False,False,1
61,48,46,True,False,False,True,False,False,False,False,False,False,True,True,1
49,57,46,True,False,False,True,False,False,False,False,True,False,False,True,1
44,51,55,False,False,True,False,False,False,False,False,False,True,True,False,1
67,64,70,True,False,False,True,False,False,False,False,True,False,True,True,1
79,60,65,True,True,False,False,False,False,True,False,False,False,True,True,1
66,74,81,False,True,False,False,False,True,False,False,False,False,True,False,1
75,88,85,False,False,True,False,False,False,True,False,False,False,True,True,1
84,84,80,True,False,False,True,False,False,False,False,False,True,True,True,1
71,74,64,True,False,False,False,False,False,True,False,False,False,True,True,1
67,80,81,False,True,False,False,False,False,True,False,False,False,False,False,1
80,92,88,False,False,False,True,False,False,False,False,False,True,True,False,1
86,76,74,True,False,False,False,True,False,False,False,True,False,True,True,1
76,74,73,False,False,False,True,False,False,False,False,False,False,True,True,1
41,52,51,True,False,False,True,False,False,True,False,False,False,True,True,1
74,88,90,False,False,False,True,False,False,False,False,False,False,False,False,1
72,81,79,False,True,False,False,False,False,False,False,False,True,False,True,1
74,79,80,False,False,False,False,True,False,True,False,False,False,True,False,1
70,65,60,True,True,False,False,False,False,True,False,False,False,True,True,1
65,81,81,False,True,False,False,False,True,False,False,False,False,True,False,1
59,70,65,False,False,False,True,False,False,False,False,False,False,True,True,1
64,62,68,False,False,False,False,True,False,True,False,False,False,False,True,1
50,53,55,False,True,False,False,False,False,True,False,False,False,True,True,1
69,79,81,False,False,False,True,False,False,False,False,True,False,True,False,1
51,56,53,True,False,True,False,False,False,False,False,False,True,False,False,1
68,80,76,False,False,False,False,False,False,True,False,False,False,True,False,1
85,86,98,False,False,False,True,False,False,False,False,True,False,True,False,1
65,70,74,False,False,False,False,False,False,False,False,False,False,True,False,1
73,79,79,False,True,False,False,False,False,False,False,False,True,True,True,1
62,67,67,False,True,False,False,False,False,False,False,True,False,True,True,1
77,67,64,True,False,True,False,False,False,False,False,False,False,False,True,1
69,66,61,True,False,False,True,False,False,False,False,False,True,True,True,1
43,60,58,False,False,False,True,False,False,False,False,False,False,False,True,1
90,87,85,True,False,False,True,False,False,False,False,False,False,True,True,1
74,77,73,True,False,True,False,False,False,False,False,True,False,False,True,1
73,66,63,True,False,True,False,False,False,False,False,False,True,True,True,1
55,71,69,False,False,False,True,False,False,False,False,True,False,False,True,1
65,69,67,False,False,True,False,False,False,True,False,False,False,True,True,1
80,63,63,True,False,False,True,False,False,False,False,False,False,True,True,1
50,60,60,False,False,True,False,False,False,False,False,False,True,False,False,1
63,73,71,False,False,True,False,False,False,False,False,True,False,False,False,1
77,85,87,False,True,False,False,False,True,False,False,False,False,False,True,1
73,74,61,True,False,True,False,False,False,False,False,True,False,True,True,1
81,72,77,True,False,False,True,False,False,False,False,False,False,True,False,1
66,76,68,False,False,True,False,False,False,True,False,False,False,False,True,1
52,57,50,True,False,False,True,False,False,False,False,False,False,False,True,1
69,78,76,False,False,True,False,False,False,False,False,True,False,True,True,1
65,84,84,False,False,True,False,False,False,False,False,False,False,True,False,1
69,77,78,False,False,False,True,False,False,True,False,False,False,True,False,1
50,64,66,False,True,False,False,False,False,False,False,True,False,True,False,1
73,78,76,False,False,False,False,True,False,False,False,True,False,True,False,1
70,82,76,False,False,True,False,False,False,False,False,False,True,True,False,1
81,75,78,True,False,False,True,False,False,False,False,False,False,False,True,1
63,61,60,True,False,False,True,False,False,False,False,True,False,False,True,1
67,72,74,False,False,False,True,False,False,True,False,False,False,True,True,1
60,68,60,True,True,False,False,False,False,True,False,False,False,True,True,1
62,55,54,True,True,False,False,False,False,True,False,False,False,True,True,1
29,40,44,False,False,True,False,False,False,False,False,False,True,False,False,0
62,66,68,True,True,False,False,False,False,False,False,True,False,True,False,1
94,99,100,False,False,False,False,True,False,False,True,False,False,True,False,1
85,75,68,True,False,False,False,True,False,False,False,True,False,True,False,1
77,78,73,True,False,False,True,False,False,False,False,False,False,False,True,1
53,58,44,True,False,False,False,False,False,True,False,False,False,False,True,1
93,90,83,True,False,False,False,True,False,False,False,True,False,False,True,1
49,53,53,False,False,True,False,False,False,False,False,False,False,True,True,1
73,76,78,False,False,False,False,True,False,False,False,False,False,False,True,1
66,74,81,False,False,True,False,False,True,False,False,False,False,False,False,1
77,77,73,False,False,False,True,False,False,False,False,False,False,True,True,1
49,63,56,False,False,True,False,False,False,False,False,False,True,True,True,1
79,89,86,False,False,False,True,False,False,False,False,True,False,False,True,1
75,82,90,False,False,True,False,False,False,False,False,False,False,True,False,1
59,72,70,False,False,False,False,False,True,False,False,False,False,True,True,1
57,78,79,False,False,False,True,False,False,False,False,False,False,True,False,1
66,66,59,True,False,True,False,False,False,True,False,False,False,False,True,1
79,81,82,False,False,False,False,True,True,False,False,False,False,True,False,1
57,67,72,False,True,False,False,False,False,False,False,False,True,True,True,1
87,84,87,True,False,False,False,False,True,False,False,False,False,True,False,1
63,64,67,False,False,False,True,False,False,False,False,True,False,True,True,1
59,63,64,False,True,False,False,False,False,False,False,False,True,False,False,1
62,72,65,True,False,False,False,False,True,False,False,False,False,False,True,1
46,34,36,True,False,False,True,False,False,True,False,False,False,True,True,1
66,59,52,True,False,True,False,False,False,False,False,True,False,True,True,1
89,87,79,True,False,False,True,False,False,True,False,False,False,True,True,1
42,61,58,False,False,False,True,False,False,False,False,False,False,False,False,1
93,84,90,True,False,True,False,False,False,False,False,True,False,True,False,1
80,85,85,False,False,False,False,True,False,False,False,False,True,True,False,1
98,100,99,False,False,False,True,False,False,False,False,True,False,True,True,1
81,81,84,True,False,False,True,False,False,False,True,False,False,True,True,1
60,70,74,False,True,False,False,False,False,False,False,False,True,True,False,1
76,94,87,False,True,False,False,False,False,False,False,False,False,False,False,1
73,78,72,True,False,True,False,False,False,False,False,False,False,True,False,1
96,96,99,False,False,True,False,False,False,False,False,False,False,True,False,1
76,76,74,False,False,True,False,False,False,True,False,False,False,True,True,1
91,73,80,True,False,False,False,True,False,False,False,False,False,False,False,1
62,72,70,False,False,True,False,False,False,False,False,True,False,False,True,1
55,59,59,True,False,False,True,False,False,False,False,False,True,False,False,1
74,90,88,False,True,False,False,False,False,False,False,False,True,False,False,1
50,48,42,True,False,True,False,False,False,True,False,False,False,True,True,1
47,43,41,True,True,False,False,False,False,False,False,True,False,True,True,1
81,74,71,True,False,False,False,True,False,False,False,True,False,True,False,1
65,75,77,False,False,False,False,True,False,False,False,False,False,True,False,1
68,51,57,True,False,False,False,True,False,False,False,False,True,True,False,1
73,92,84,False,False,False,True,False,False,True,False,False,False,False,True,1
53,39,37,True,False,True,False,False,False,False,False,True,False,True,True,1
68,77,80,False,True,False,False,False,False,False,False,False,False,False,False,1
55,46,43,True,False,False,False,False,False,False,False,False,True,False,True,1
87,89,94,False,False,True,False,False,False,False,False,True,False,True,False,1
55,47,44,True,False,False,True,False,False,False,False,False,True,True,True,1
53,58,57,False,False,False,False,True,False,False,False,True,False,False,True,1
67,57,59,True,False,True,False,False,False,False,True,False,False,True,True,1
92,79,84,True,False,True,False,False,False,False,False,False,False,True,True,1
53,66,73,False,True,False,False,False,False,False,False,True,False,False,False,1
81,71,73,True,False,False,True,False,False,False,False,False,False,True,True,1
61,60,55,True,False,True,False,False,False,True,False,False,False,False,True,1
80,73,72,True,False,False,True,False,True,False,False,False,False,True,True,1
37,57,56,False,False,False,False,False,False,False,False,False,False,False,True,0
81,84,82,False,False,True,False,False,False,True,False,False,False,True,True,1
59,73,72,False,False,True,False,False,False,False,False,False,False,True,False,1
55,55,47,True,True,False,False,False,False,False,False,True,False,False,True,1
72,79,74,True,False,False,True,False,False,False,False,False,False,True,True,1
69,75,71,True,False,False,True,False,False,True,False,False,False,True,True,1
69,64,68,True,False,True,False,False,False,False,False,True,False,True,True,1
50,60,59,False,False,True,False,False,True,False,False,False,False,False,True,1
87,84,86,True,True,False,False,False,False,False,False,True,False,True,False,1
71,69,68,True,False,False,True,False,False,False,False,False,True,True,False,1
68,72,65,True,False,False,False,True,False,False,False,True,False,True,True,1
79,77,75,True,False,True,False,False,False,False,True,False,False,False,False,1
77,90,85,False,False,True,False,False,False,False,False,False,True,True,False,1
58,55,53,True,False,True,False,False,False,False,False,False,False,False,True,1
84,95,92,False,False,False,False,True,False,False,False,False,False,True,True,1
55,58,52,True,False,False,True,False,False,False,False,True,False,True,True,1
70,68,72,True,False,False,False,True,True,False,False,False,False,False,False,1
52,59,65,False,False,False,True,False,False,False,False,True,False,False,False,1
69,77,77,True,True,False,False,False,False,False,False,True,False,True,False,1
53,72,64,False,False,True,False,False,False,True,False,False,False,False,True,1
48,58,54,False,False,False,True,False,False,False,False,False,True,True,True,1
78,81,86,True,False,False,True,False,False,False,False,False,True,True,False,1
62,62,63,False,True,False,False,False,False,True,False,False,False,True,True,1
60,63,59,True,False,False,True,False,False,False,False,True,False,True,True,1
74,72,72,False,True,False,False,False,False,True,False,False,False,True,True,1
58,75,77,False,False,True,False,False,False,True,False,False,False,True,False,1
76,62,60,True,True,False,False,False,False,True,False,False,False,True,False,1
68,71,75,False,False,False,True,False,False,False,False,False,True,True,True,1
58,60,57,True,False,False,False,False,False,False,False,True,False,False,True,1
52,48,49,True,True,False,False,False,False,True,False,False,False,True,True,1
75,73,74,True,False,False,True,False,True,False,False,False,False,True,True,1
52,67,72,False,True,False,False,False,False,False,False,False,True,False,False,1
62,78,79,False,False,True,False,False,True,False,False,False,False,False,True,1
66,65,60,True,True,False,False,False,False,False,False,True,False,True,True,1
49,58,55,False,True,False,False,False,False,False,False,False,True,False,True,1
66,72,70,False,True,False,False,False,False,True,False,False,False,True,True,1
35,44,43,False,False,True,False,False,False,False,False,True,False,False,True,0
72,79,82,False,False,False,False,False,False,False,False,True,False,True,False,1
94,85,82,True,False,False,False,True,False,False,False,False,False,True,False,1
46,56,57,False,False,False,True,False,False,False,False,False,False,False,True,1
77,90,84,False,True,False,False,False,False,False,True,False,False,True,True,1
76,85,82,False,True,False,False,False,False,True,False,False,False,False,False,1
52,59,62,False,False,True,False,False,False,False,False,False,False,True,False,1
91,81,79,True,False,True,False,False,True,False,False,False,False,True,False,1
32,51,44,False,True,False,False,False,False,False,False,False,True,True,False,0
72,79,77,False,False,False,False,True,False,False,False,False,True,False,True,1
19,38,32,False,True,False,False,False,False,False,False,True,False,True,True,0
68,65,61,True,False,True,False,False,False,False,False,False,False,False,True,1
52,65,61,False,False,True,False,False,False,False,True,False,False,False,True,1
48,62,60,False,True,False,False,False,False,True,False,False,False,True,True,1
60,66,70,False,False,False,True,False,False,False,False,True,False,False,True,1
66,74,69,True,False,False,True,False,False,True,False,False,False,False,True,1
89,84,77,True,False,False,False,True,False,False,False,False,True,True,False,1
42,52,51,False,True,False,False,False,False,True,False,False,False,True,True,1
57,68,73,False,False,False,False,True,False,False,False,False,False,False,False,1
70,70,70,True,False,False,True,False,False,True,False,False,False,True,True,1
70,84,81,False,False,False,False,True,False,False,False,False,False,False,True,1
69,60,54,True,False,False,False,True,False,False,False,True,False,True,True,1
52,55,57,False,False,True,False,False,False,False,False,False,False,True,True,1
67,73,68,True,False,True,False,False,False,False,False,False,True,True,False,1
76,80,73,True,False,True,False,False,False,False,False,False,True,True,False,1
87,94,95,False,False,False,False,True,False,False,False,False,False,True,True,1
82,85,87,False,True,False,False,False,False,False,False,True,False,True,True,1
73,76,78,False,False,True,False,False,False,False,False,True,False,True,True,1
75,81,74,True,False,False,False,False,False,False,False,True,False,False,True,1
64,74,75,False,False,False,True,False,False,False,False,True,False,False,True,1
41,45,40,False,False,False,False,True,False,True,False,False,False,False,True,1
90,75,69,True,False,True,False,False,False,True,False,False,False,True,True,1
59,54,51,True,True,False,False,False,True,False,False,False,False,True,True,1
51,31,36,True,False,False,False,False,False,False,False,False,True,True,True,1
45,47,49,True,False,False,False,False,False,True,False,False,False,False,True,1
54,64,67,False,False,True,False,False,False,False,True,False,False,True,False,1
87,84,76,True,False,False,False,True,False,False,False,False,True,True,False,1
72,80,83,False,False,True,False,False,False,True,False,False,False,True,True,1
94,86,87,True,True,False,False,False,False,False,False,False,True,True,False,1
45,59,64,False,False,False,False,False,True,False,False,False,False,True,True,1
61,70,76,True,False,False,True,False,True,False,False,False,False,False,False,1
60,72,68,False,True,False,False,False,False,True,False,False,False,False,True,1
77,91,88,False,False,True,False,False,False,False,False,False,True,True,True,1
85,90,92,False,False,False,False,False,False,False,False,False,True,True,False,1
78,90,93,False,False,False,True,False,True,False,False,False,False,False,True,1
49,52,51,True,False,False,False,True,False,False,False,True,False,False,False,1
71,87,82,False,True,False,False,False,False,True,False,False,False,False,True,1
48,58,52,False,False,True,False,False,False,False,False,False,True,False,True,1
62,67,58,True,False,True,False,False,False,True,False,False,False,True,True,1
56,68,70,False,False,True,False,False,False,False,False,False,False,False,False,1
65,69,76,False,False,True,False,False,False,False,False,False,True,True,True,1
69,86,81,False,False,False,True,False,False,False,False,False,True,False,False,1
68,54,53,True,True,False,False,False,False,False,False,False,True,True,True,1
61,60,57,False,False,False,False,False,False,False,False,True,False,False,True,1
74,86,89,False,False,True,False,False,True,False,False,False,False,False,False,1
64,60,58,True,False,False,False,False,True,False,False,False,False,True,True,1
77,82,89,False,True,False,False,False,False,True,False,False,False,True,False,1
58,50,45,True,True,False,False,False,False,False,False,True,False,True,True,1
60,64,74,False,False,True,False,False,False,True,False,False,False,True,False,1
73,64,57,True,False,False,False,True,False,True,False,False,False,True,True,1
75,82,79,False,False,False,False,False,False,True,False,False,False,True,False,1
58,57,53,True,True,False,False,False,False,False,False,False,False,False,False,1
66,77,73,False,False,True,False,False,False,False,False,False,False,True,True,1
39,52,46,False,False,False,True,False,False,True,False,False,False,False,True,0
64,58,51,True,False,True,False,False,False,False,False,False,True,True,True,1
23,44,36,False,True,False,False,False,False,True,False,False,False,False,False,0
74,77,76,True,True,False,False,False,False,False,False,True,False,False,False,1
40,65,64,False,False,False,True,False,False,False,False,False,True,False,False,1
90,85,84,True,False,False,False,True,False,False,True,False,False,True,True,1
91,85,85,True,False,True,False,False,False,False,True,False,False,True,False,1
64,54,50,True,False,False,True,False,False,True,False,False,False,True,True,1
59,72,68,False,False,True,False,False,False,True,False,False,False,True,True,1
80,75,69,True,False,False,True,False,False,False,False,False,False,True,True,1
71,67,67,True,False,True,False,False,False,False,True,False,False,True,True,1
61,68,63,False,False,False,False,False,False,True,False,False,False,True,True,1
87,85,93,False,False,False,False,True,False,False,False,True,False,True,True,1
82,67,61,True,False,False,False,True,False,False,False,False,True,True,True,1
62,64,55,True,False,True,False,False,False,False,False,False,True,True,True,1
97,97,96,False,True,False,False,False,True,False,False,False,False,True,True,1
75,68,65,True,True,False,False,False,False,False,False,True,False,False,True,1
65,79,81,False,False,True,False,False,True,False,False,False,False,True,True,1
52,49,46,True,True,False,False,False,False,True,False,False,False,True,False,1
87,73,72,True,False,True,False,False,False,False,False,False,False,False,True,1
53,62,53,False,False,True,False,False,False,False,False,False,False,True,True,1
81,86,87,False,False,False,False,True,False,False,True,False,False,False,True,1
